1;VVIP;A;1;50000;0
2;VVIP;B;2;50000;0
3;VVIP;C;3;50000;0
4;VVIP;D;4;50000;0
5;VVIP;E;5;50000;0
6;VVIP;F;6;50000;0
7;VVIP;G;7;50000;0
8;VVIP;H;8;50000;0
9;VVIP;A;9;50000;0
10;VVIP;B;10;50000;0
11;VVIP;C;11;50000;0
12;VVIP;D;12;50000;0
13;VVIP;E;13;50000;0
14;VVIP;F;14;50000;0
15;VVIP;G;15;50000;0
16;VVIP;H;16;50000;0
17;VVIP;A;17;50000;0
18;VVIP;B;18;50000;0
19;VVIP;C;19;50000;0
20;VVIP;D;20;50000;0
21;VVIP;E;21;50000;0
22;VVIP;F;22;50000;0
23;VVIP;G;23;50000;0
24;VVIP;H;24;50000;0
25;VVIP;A;25;50000;0
26;VVIP;B;26;50000;0
27;VVIP;C;27;50000;0
28;VVIP;D;28;50000;0
29;VVIP;E;29;50000;0
30;VVIP;F;30;50000;0
31;VVIP;G;31;50000;0
32;VVIP;H;32;50000;0
33;VVIP;A;33;50000;0
34;VVIP;B;34;50000;0
35;VVIP;C;35;50000;0
36;VVIP;D;36;50000;0
37;VVIP;E;37;50000;0
38;VVIP;F;38;50000;0
39;VVIP;G;39;50000;0
40;VVIP;H;40;50000;0
41;VVIP;A;41;50000;0
42;VVIP;B;42;50000;0
43;VVIP;C;43;50000;0
44;VVIP;D;44;50000;0
45;VVIP;E;45;50000;0
46;VVIP;F;46;50000;0
47;VVIP;G;47;50000;0
48;VVIP;H;48;50000;0
49;VVIP;A;49;50000;0
50;VVIP;B;50;50000;0
51;VVIP;C;1;50000;0
52;VVIP;D;2;50000;0
53;VVIP;E;3;50000;0
54;VVIP;F;4;50000;0
55;VVIP;G;5;50000;0
56;VVIP;H;6;50000;0
57;VVIP;A;7;50000;0
58;VVIP;B;8;50000;0
59;VVIP;C;9;50000;0
60;VVIP;D;10;50000;0
61;VVIP;E;11;50000;0
62;VVIP;F;12;50000;0
63;VVIP;G;13;50000;0
64;VVIP;H;14;50000;0
65;VVIP;A;15;50000;0
66;VVIP;B;16;50000;0
67;VVIP;C;17;50000;0
68;VVIP;D;18;50000;0
69;VVIP;E;19;50000;0
70;VVIP;F;20;50000;0
71;VVIP;G;21;50000;0
72;VVIP;H;22;50000;0
73;VVIP;A;23;50000;0
74;VVIP;B;24;50000;0
75;VVIP;C;25;50000;0
76;VVIP;D;26;50000;0
77;VVIP;E;27;50000;0
78;VVIP;F;28;50000;0
79;VVIP;G;29;50000;0
80;VVIP;H;30;50000;0
81;VVIP;A;31;50000;0
82;VVIP;B;32;50000;0
83;VVIP;C;33;50000;0
84;VVIP;D;34;50000;0
85;VVIP;E;35;50000;0
86;VVIP;F;36;50000;0
87;VVIP;G;37;50000;0
88;VVIP;H;38;50000;0
89;VVIP;A;39;50000;0
90;VVIP;B;40;50000;0
91;VVIP;C;41;50000;0
92;VVIP;D;42;50000;0
93;VVIP;E;43;50000;0
94;VVIP;F;44;50000;0
95;VVIP;G;45;50000;0
96;VVIP;H;46;50000;0
97;VVIP;A;47;50000;0
98;VVIP;B;48;50000;0
99;VVIP;C;49;50000;0
100;VVIP;D;50;50000;0
101;VVIP;E;1;50000;0
102;VVIP;F;2;50000;0
103;VVIP;G;3;50000;0
104;VVIP;H;4;50000;0
105;VVIP;A;5;50000;0
106;VVIP;B;6;50000;0
107;VVIP;C;7;50000;0
108;VVIP;D;8;50000;0
109;VVIP;E;9;50000;0
110;VVIP;F;10;50000;0
111;VVIP;G;11;50000;0
112;VVIP;H;12;50000;0
113;VVIP;A;13;50000;0
114;VVIP;B;14;50000;0
115;VVIP;C;15;50000;0
116;VVIP;D;16;50000;0
117;VVIP;E;17;50000;0
118;VVIP;F;18;50000;0
119;VVIP;G;19;50000;0
120;VVIP;H;20;50000;0
121;VVIP;A;21;50000;0
122;VVIP;B;22;50000;0
123;VVIP;C;23;50000;0
124;VVIP;D;24;50000;0
125;VVIP;E;25;50000;0
126;VVIP;F;26;50000;0
127;VVIP;G;27;50000;0
128;VVIP;H;28;50000;0
129;VVIP;A;29;50000;0
130;VVIP;B;30;50000;0
131;VVIP;C;31;50000;0
132;VVIP;D;32;50000;0
133;VVIP;E;33;50000;0
134;VVIP;F;34;50000;0
135;VVIP;G;35;50000;0
136;VVIP;H;36;50000;0
137;VVIP;A;37;50000;0
138;VVIP;B;38;50000;0
139;VVIP;C;39;50000;0
140;VVIP;D;40;50000;0
141;VVIP;E;41;50000;0
142;VVIP;F;42;50000;0
143;VVIP;G;43;50000;0
144;VVIP;H;44;50000;0
145;VVIP;A;45;50000;0
146;VVIP;B;46;50000;0
147;VVIP;C;47;50000;0
148;VVIP;D;48;50000;0
149;VVIP;E;49;50000;0
150;VVIP;F;50;50000;0
151;VVIP;G;1;50000;0
152;VVIP;H;2;50000;0
153;VVIP;A;3;50000;0
154;VVIP;B;4;50000;0
155;VVIP;C;5;50000;0
156;VVIP;D;6;50000;0
157;VVIP;E;7;50000;0
158;VVIP;F;8;50000;0
159;VVIP;G;9;50000;0
160;VVIP;H;10;50000;0
161;VVIP;A;11;50000;0
162;VVIP;B;12;50000;0
163;VVIP;C;13;50000;0
164;VVIP;D;14;50000;0
165;VVIP;E;15;50000;0
166;VVIP;F;16;50000;0
167;VVIP;G;17;50000;0
168;VVIP;H;18;50000;0
169;VVIP;A;19;50000;0
170;VVIP;B;20;50000;0
171;VVIP;C;21;50000;0
172;VVIP;D;22;50000;0
173;VVIP;E;23;50000;0
174;VVIP;F;24;50000;0
175;VVIP;G;25;50000;0
176;VVIP;H;26;50000;0
177;VVIP;A;27;50000;0
178;VVIP;B;28;50000;0
179;VVIP;C;29;50000;0
180;VVIP;D;30;50000;0
181;VVIP;E;31;50000;0
182;VVIP;F;32;50000;0
183;VVIP;G;33;50000;0
184;VVIP;H;34;50000;0
185;VVIP;A;35;50000;0
186;VVIP;B;36;50000;0
187;VVIP;C;37;50000;0
188;VVIP;D;38;50000;0
189;VVIP;E;39;50000;0
190;VVIP;F;40;50000;0
191;VVIP;G;41;50000;0
192;VVIP;H;42;50000;0
193;VVIP;A;43;50000;0
194;VVIP;B;44;50000;0
195;VVIP;C;45;50000;0
196;VVIP;D;46;50000;0
197;VVIP;E;47;50000;0
198;VVIP;F;48;50000;0
199;VVIP;G;49;50000;0
200;VVIP;H;50;50000;0
251;VIP;A;1;30000;0
252;VIP;B;2;30000;0
253;VIP;C;3;30000;0
254;VIP;D;4;30000;0
255;VIP;E;5;30000;0
256;VIP;F;6;30000;0
257;VIP;G;7;30000;0
258;VIP;H;8;30000;0
259;VIP;A;9;30000;0
260;VIP;B;10;30000;0
261;VIP;C;11;30000;0
262;VIP;D;12;30000;0
263;VIP;E;13;30000;0
264;VIP;F;14;30000;0
265;VIP;G;15;30000;0
